"Title","City","County","State","Group","Ideology","Year","City_State_HG"
"Council of Conservative Citizens","Fort Lee","Bergen","New Jersey","Council of Conservative Citizens","White Nationalist ",2010,"Fort Lee, New Jersey"
"Council of Conservative Citizens","Franklin","Williamson","Tennessee","Council of Conservative Citizens","White Nationalist ",2010,"Franklin, Tennessee"
"Council of Conservative Citizens","Greenville","Greenville","South Carolina","Council of Conservative Citizens","White Nationalist ",2010,"Greenville, South Carolina"
"Council of Conservative Citizens","Greenwood","Leflore","Mississippi","Council of Conservative Citizens","White Nationalist ",2010,"Greenwood, Mississippi"
"Council of Conservative Citizens","Holly Springs","Marshall","Mississippi","Council of Conservative Citizens","White Nationalist ",2010,"Holly Springs, Mississippi"
"Council of Conservative Citizens","Huntsville","Madison","Alabama","Council of Conservative Citizens","White Nationalist ",2010,"Huntsville, Alabama"
"Council of Conservative Citizens","Indianapolis","Marion","Indiana","Council of Conservative Citizens","White Nationalist ",2010,"Indianapolis, Indiana"
"Council of Conservative Citizens","Jackson","Hinds","Mississippi","Council of Conservative Citizens","White Nationalist ",2010,"Jackson, Mississippi"
"Council of Conservative Citizens","Jacksonville","Duval","Florida","Council of Conservative Citizens","White Nationalist ",2010,"Jacksonville, Florida"
"Council of Conservative Citizens","Jasper","Walker","Alabama","Council of Conservative Citizens","White Nationalist ",2010,"Jasper, Alabama"
"Council of Conservative Citizens","Knoxville","Knox","Tennessee","Council of Conservative Citizens","White Nationalist ",2010,"Knoxville, Tennessee"
"Council of Conservative Citizens","Chattanooga","Hamilton","Tennessee","Council of Conservative Citizens","White Nationalist ",2010,"Chattanooga, Tennessee"
"Council of Conservative Citizens","Las Vegas","Clark","Nevada","Council of Conservative Citizens","White Nationalist ",2010,"Las Vegas, Nevada"
"Council of Conservative Citizens","Little Rock","Pulaski","Arkansas","Council of Conservative Citizens","White Nationalist ",2010,"Little Rock, Arkansas"
"Council of Conservative Citizens","Mathiston","Webster","Mississippi","Council of Conservative Citizens","White Nationalist ",2010,"Mathiston, Mississippi"
"Council of Conservative Citizens","Montgomery","Montgomery","Alabama","Council of Conservative Citizens","White Nationalist ",2010,"Montgomery, Alabama"
"Council of Conservative Citizens","New York","Queens","New York","Council of Conservative Citizens","White Nationalist ",2010,"New York, New York"
"Council of Conservative Citizens","Oklahoma City","Oklahoma","Oklahoma","Council of Conservative Citizens","White Nationalist ",2010,"Oklahoma City, Oklahoma"
"Council of Conservative Citizens","Parishville","St. Lawrence","New York","Council of Conservative Citizens","White Nationalist ",2010,"Parishville, New York"
"Council of Conservative Citizens","Piney Woods","Rankin","Mississippi","Council of Conservative Citizens","White Nationalist ",2010,"Piney Woods, Mississippi"
"Council of Conservative Citizens","Revere","Bucks","Pennsylvania","Council of Conservative Citizens","White Nationalist ",2010,"Revere, Pennsylvania"
"Council of Conservative Citizens","Saluda","Saluda","South Carolina","Council of Conservative Citizens","White Nationalist ",2010,"Saluda, South Carolina"
"Council of Conservative Citizens","San Francisco","San Francisco","California","Council of Conservative Citizens","White Nationalist ",2010,"San Francisco, California"
"Council of Conservative Citizens","Shreveport","Caddo","Louisiana","Council of Conservative Citizens","White Nationalist ",2010,"Shreveport, Louisiana"
"Council of Conservative Citizens","Silver Spring","Montgomery","Maryland","Council of Conservative Citizens","White Nationalist ",2010,"Silver Spring, Maryland"
"Council of Conservative Citizens","St. Amant","Ascension","Louisiana","Council of Conservative Citizens","White Nationalist ",2010,"St. Amant, Louisiana"
"Council of Conservative Citizens","St. Louis","St. Louis","Missouri","Council of Conservative Citizens","White Nationalist ",2010,"St. Louis, Missouri"
"Council of Conservative Citizens","Summerville","Dorchester","South Carolina","Council of Conservative Citizens","White Nationalist ",2010,"Summerville, South Carolina"
"Council of Conservative Citizens","Pinellas","Pinellas","Florida","Council of Conservative Citizens","White Nationalist ",2010,"Pinellas, Florida"
"Council of Conservative Citizens","Manatee","Manatee","Florida","Council of Conservative Citizens","White Nationalist ",2010,"Manatee, Florida"
"Council of Conservative Citizens","Hillsborough","Hillsborough","Florida","Council of Conservative Citizens","White Nationalist ",2010,"Hillsborough, Florida"
"Council of Conservative Citizens","Tupelo","Lee","Mississippi","Council of Conservative Citizens","White Nationalist ",2010,"Tupelo, Mississippi"
"Council of Conservative Citizens","Vaiden","Carroll","Mississippi","Council of Conservative Citizens","White Nationalist ",2010,"Vaiden, Mississippi"
"Council of Conservative Citizens","West Columbia","Lexington","South Carolina","Council of Conservative Citizens","White Nationalist ",2010,"West Columbia, South Carolina"
"Council of Conservative Citizens","Yadkinville","Yadkin","North Carolina","Council of Conservative Citizens","White Nationalist ",2010,"Yadkinville, North Carolina"
"Council of Conservative Citizens","Florence","Lauderdale","Alabama","","White Nationalist ",2010,"Florence, Alabama"
"Council of Conservative Citizens","St. Louis","St. Louis","Missouri","Council of Conservative Citizens","White Nationalist ",2010,"St. Louis, Missouri"
"Covenant People's Ministry","Brooks","Fayette","Georgia","","Christian Identity ",2010,"Brooks, Georgia"
"Creativity Movement","Helena","Lewis and Clark","Montana","Creativity Movement","Neo-Nazi",2010,"Helena, Montana"
"Creativity Movement","Laurel","Yellowstone","Montana","Creativity Movement","Neo-Nazi",2010,"Laurel, Montana"
"Creativity Movement","Lockwood","Yellowstone","Montana","Creativity Movement","Neo-Nazi",2010,"Lockwood, Montana"
"Creativity Movement","Miles City","Custer","Montana","Creativity Movement","Neo-Nazi",2010,"Miles City, Montana"
"Creativity Movement","Missoula","Missoula","Montana","Creativity Movement","Neo-Nazi",2010,"Missoula, Montana"
"Creativity Movement","Mountain","Oconto","Wisconsin","Creativity Movement","Neo-Nazi",2010,"Mountain, Wisconsin"
"Crew 38","Allentown","Lehigh","Pennsylvania","","Racist Skinhead ",2010,"Allentown, Pennsylvania"
"Crew 38","Detroit","Wayne","Michigan","","Racist Skinhead ",2010,"Detroit, Michigan"
"Crew 38","Huntsville","Madison","Alabama","","Racist Skinhead ",2010,"Huntsville, Alabama"
"Crew 38","Nampa","Canyon","Idaho","","Racist Skinhead ",2010,"Nampa, Idaho"
"Crew 38","New Port Richey","Pasco","Florida","","Racist Skinhead ",2010,"New Port Richey, Florida"
"Crew 38","Seattle","King","Washington","","Racist Skinhead ",2010,"Seattle, Washington"
"Cross Bearer Ministry","Indianapolis","Marion","Indiana","","General Hate ",2010,"Indianapolis, Indiana"
"Cultural Studies Press","New York","Queens","New York","","General Hate ",2010,"New York, New York"
"Culture Wars/Fidelity Press","South Bend","St. Joseph","Indiana","","Radical Traditional Catholicism ",2010,"South Bend, Indiana"
"Desastrious Records","Springtown","Parker","Texas","","Hate Music ",2010,"Springtown, Texas"
"Diehard Records","Chesapeake","Lawrence","Ohio","","Hate Music ",2010,"Chesapeake, Ohio"
"Dixie Rangers Knights of the KKK","Walker","Livingston","Louisiana","","Ku Klux Klan ",2010,"Walker, Louisiana"
"Dixie Republic","Travelers Rest","Greenville","South Carolina","","Neo-Confederate",2010,"Travelers Rest, South Carolina"
"DJ GOR","Bedford","Bedford","Pennsylvania","","Hate Music ",2010,"Bedford, Pennsylvania"
"Do Right Foundation","Las Vegas","Clark","Nevada","","White Nationalist ",2010,"Las Vegas, Nevada"
"Dove World Outreach Center","Gainesville","Alachua","Florida","","General Hate ",2010,"Gainesville, Florida"
"East Coast White Unity","Chelsea","Suffolk","Massachusetts","","White Nationalist ",2010,"Chelsea, Massachusetts"
"Ecclesiastical Council for the Restoration of Covenant Israel (ECRCI)","Chicago","Cook","Illinois","","Christian Identity ",2010,"Chicago, Illinois"
"Emigration Party of Nevada","Henderson","Clark","Nevada","","Anti-Immigrant",2010,"Henderson, Nevada"
"Empire Knights of the KKK","Homosassa Springs","Citrus","Florida","","Ku Klux Klan ",2010,"Homosassa Springs, Florida"
"Euro Pride Apparel","Summerville","Dorchester","South Carolina","","White Nationalist ",2010,"Summerville, South Carolina"
"European American Issues Forum","San Bruno","San Mateo","California","","White Nationalist ",2010,"San Bruno, California"
"European Americans United","Sacramento","Sacramento","California","","White Nationalist ",2010,"Sacramento, California"
"European-American Unity and Rights Organization","Cleveland","Cuyahoga","Ohio","","White Nationalist ",2010,"Cleveland, Ohio"
"European-American Unity and Rights Organization","Columbia","Richland","South Carolina","","White Nationalist ",2010,"Columbia, South Carolina"
"European-American unity and Rights Organization","Columbus","Muscogee","Georgia","","White Nationalist ",2010,"Columbus, Georgia"
"European-American Unity and Rights Organization","Dallas","Dallas","Texas","","White Nationalist ",2010,"Dallas, Texas"
"European-American Unity and Rights Organization","Irving","Dallas","Texas","","White Nationalist ",2010,"Irving, Texas"
"European-American Unity and Rights Organization","Jacksonville","Duval","Florida","","White Nationalist ",2010,"Jacksonville, Florida"
"European-American Unity and Rights Organization","Memphis","Shelby","Tennessee","","White Nationalist ",2010,"Memphis, Tennessee"
"European-American Unity and Rights Organization","Richmond","Richmond","Virginia","","White Nationalist ",2010,"Richmond, Virginia"
"European-American Unity and Rights Organization","Ripley","Tippah","Mississippi","","White Nationalist ",2010,"Ripley, Mississippi"
"European-American Unity and Rights Organization","Savannah","Chatham","Georgia","","White Nationalist ",2010,"Savannah, Georgia"
"European-American Unity and Rights Organization","Thibodaux","Lafourche","Louisiana","","White Nationalist ",2010,"Thibodaux, Louisiana"
"European-American Unity and Rights Organization","Tulsa","Tulsa","Oklahoma","","White Nationalist ",2010,"Tulsa, Oklahoma"
"European-American Unity and Rights Organization","Woodruff","Spartanburg","South Carolina","","White Nationalist ",2010,"Woodruff, South Carolina"
"European-American Unity and Rights Organization","Mandeville","St. Tammany","Louisiana","","White Nationalist ",2010,"Mandeville, Louisiana"
"Faithful Word Baptist Church","Tempe","Maricopa","Arizona","","Anti-LGBTQ",2010,"Tempe, Arizona"
"Family Research Council","Washington","District of Columbia","District of Columbia","Family Research Council","Anti-LGBTQ",2010,"Washington, District of Columbia"
"Family Research Institute","Colorado Springs","El Paso","Colorado","","Anti-LGBTQ",2010,"Colorado Springs, Colorado"
"The Fatima Crusader","Constable","Franklin","New York","","Radical Traditional Catholicism ",2010,"Constable, New York"
"Federation for American Immigration Reform","Washington","District of Columbia","District of Columbia","Federation for American Immigration Reform","Anti-Immigrant",2010,"Washington, District of Columbia"
"Fellowship of God's Covenant People","Burlington","Boone","Kentucky","","Christian Identity ",2010,"Burlington, Kentucky"
"Fetch the Rope","Bozeman","Gallatin","Montana","","Hate Music ",2010,"Bozeman, Montana"
"Final Stand Records","Newark","New Castle","Delaware","","Hate Music ",2010,"Newark, Delaware"
"Firm 22","Crum Lynne","Ridley","Pennsylvania","","Racist Skinhead ",2010,"Crum Lynne, Pennsylvania"
"Firm 22","Newark","Licking","Ohio","","Racist Skinhead ",2010,"Newark, Ohio"
"First Century Christian Ministries","The Woodlands","Montgomery","Texas","","Christian Identity ",2010,"The Woodlands, Texas"
"Folk and Faith","Idaho Falls","Bonneville","Idaho","","White Nationalist ",2010,"Idaho Falls, Idaho"
"Fraternal White Knights of the KKK","Charles City","Floyd","Iowa","","Ku Klux Klan ",2010,"Charles City, Iowa"
"Free American","Tucson","Pima","Arizona","","White Nationalist ",2010,"Tucson, Arizona"
"Free Edgar Steele","Sagle","Bonner","Idaho","","White Nationalist ",2010,"Sagle, Idaho"
"Freedom Defense Initiative (FDI)","New York","Queens","New York","","Anti-Muslim",2010,"New York, New York"
"Fundamentalist Latter Day Saints","Colorado City","Mohave","Arizona","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ",2010,"Colorado City, Arizona"
"Fundamentalist Latter Day Saints","Cotopaxi","Fremont","Colorado","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ",2010,"Cotopaxi, Colorado"
"Fundamentalist Latter Day Saints","Eldorado","Schleicher","Texas","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ",2010,"Eldorado, Texas"
"Fundamentalist Latter Day Saints","Florence","Fremont","Colorado","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ",2010,"Florence, Colorado"
"Fundamentalist Latter Day Saints","Mancos","Montezuma","Colorado","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ",2010,"Mancos, Colorado"
"Fundamentalist Latter Day Saints","Pringle","Custer","South Dakota","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ",2010,"Pringle, South Dakota"
"Fundamentalist Latter Day Saints","Hildale","Washington","Utah","Fundamentalist Church of Jesus Christ of Latter-Day Saints","General Hate ",2010,"Hildale, Utah"
"Gallows Tree Wotansvolk Alliance","Grand Rapids","Kent","Michigan","","Neo-Völkisch",2010,"Grand Rapids, Michigan"
"Get Some 88","Castaic","Los Angeles","California","","Hate Music ",2010,"Castaic, California"
"Heterosexuals Organized for a Moral Environment (H.O.M.E.)","Downers Grove","DuPage","Illinois","","Anti-LGBTQ",2010,"Downers Grove, Illinois"
"Heritage and Destiny","Falls Church","Falls Church","Virginia","","White Nationalist ",2010,"Falls Church, Virginia"
"Heritage Connection","Harrison","Boone","Arkansas","","Hate Music ",2010,"Harrison, Arkansas"
"Holy Nation of Odin","Kingsburg","Fresno","California","","General Hate ",2010,"Kingsburg, California"
"IHM Media","Richmond","Cheshire","New Hampshire","","Radical Traditional Catholicism ",2010,"Richmond, New Hampshire"
"IHS Press","Odessa","Ector","Texas","","Radical Traditional Catholicism ",2010,"Odessa, Texas"
"Illinois Family Institute","Carol Stream","DuPage","Illinois","","Anti-LGBTQ",2010,"Carol Stream, Illinois"
"Illinois National Socialist Front","Palatine","Cook","Illinois","","Neo-Nazi",2010,"Palatine, Illinois"
"Illinois National Socialist Front","Peoria","Peoria","Illinois","","Neo-Nazi",2010,"Peoria, Illinois"
"Illinois United","Palatine","Cook","Illinois","","General Hate ",2010,"Palatine, Illinois"
"Imperial Klans of America Knights of the KKK","Dawson Springs","Hopkins","Kentucky","","Ku Klux Klan ",2010,"Dawson Springs, Kentucky"
"Imperial Klans of America Knights of the KKK","Johnstown","Cambria","Pennsylvania","","Ku Klux Klan ",2010,"Johnstown, Pennsylvania"
"In the Spirit of Chartres Committee","Suffolk","Suffolk","Virginia","","Radical Traditional Catholicism ",2010,"Suffolk, Virginia"
"Inconvenient History","San Ysidro","San Diego","California","","Holocaust Denial",2010,"San Ysidro, California"
"Independent Skins Southwest","Callahan","Nassau","Florida","","Racist Skinhead ",2010,"Callahan, Florida"
"Independent Skins Southwest","Cleburne","Johnson","Texas","","Racist Skinhead ",2010,"Cleburne, Texas"
"Institute for Historical Review Store","Newport Beach","Orange","California","","Holocaust Denial",2010,"Newport Beach, California"
"Institute for Historical Review","Fountain Valley","Orange","California","Institute for Historical Review","Holocaust Denial",2010,"Fountain Valley, California"
"The International Conspiratological Association","Coeur d'Alene","Kootenai","Idaho","","Holocaust Denial",2010,"Coeur d'Alene, Idaho"
"International Keystone Knights of the KKK","Cleveland","Cuyahoga","Ohio","","Ku Klux Klan ",2010,"Cleveland, Ohio"
"International Keystone Knights of the KKK","Elwood","Madison","Indiana","","Ku Klux Klan ",2010,"Elwood, Indiana"
"International Keystone Knights of the KKK","Headland","Henry","Alabama","","Ku Klux Klan ",2010,"Headland, Alabama"
"International Keystone Knights of the KKK","Sheridan","Grant","Arkansas","","Ku Klux Klan ",2010,"Sheridan, Arkansas"
"International Keystone Knights of the KKK","Young Harris","Towns","Georgia","","Ku Klux Klan ",2010,"Young Harris, Georgia"
"International Keystone Knights of the KKK","Colt","St. Francis","Arkansas","","Ku Klux Klan ",2010,"Colt, Arkansas"
"Invictus Books","Wentzville","St. Charles","Missouri","","General Hate ",2010,"Wentzville, Missouri"
"Iron Rain Nationalists","Chicago","Cook","Illinois","","White Nationalist ",2010,"Chicago, Illinois"
"Iron Rain Nationalists","Utica","Oneida","New York","","White Nationalist ",2010,"Utica, New York"
"ISD Records","Lancaster","Fairfield","Ohio","","Hate Music ",2010,"Lancaster, Ohio"
"Israelite Church of God in Jesus Christ","Beaverton","Washington","Oregon","","",2010,"Beaverton, Oregon"
"Israelite Church of God in Jesus Christ","Coatesville","Chester","Pennsylvania","","",2010,"Coatesville, Pennsylvania"
"Israelite Church of God in Jesus Christ","Goldsboro","Wayne","North Carolina","","",2010,"Goldsboro, North Carolina"
"Israelite Church of God in Jesus Christ","Jersey City","Hudson","New Jersey","","",2010,"Jersey City, New Jersey"
"Israelite Church of God in Jesus Christ","Lawton","Comanche","Oklahoma","","",2010,"Lawton, Oklahoma"
"Israelite Church of God in Jesus Christ","Norristown","Montgomery","Pennsylvania","","",2010,"Norristown, Pennsylvania"
"Israelite Church of God in Jesus Christ","Philadelphia","Philadelphia","Pennsylvania","","",2010,"Philadelphia, Pennsylvania"
"Israelite Church of God in Jesus Christ","Tulsa","Tulsa","Oklahoma","","",2010,"Tulsa, Oklahoma"
"Israelite Church of God in Jesus Christ","Vineland","Cumberland","New Jersey","","",2010,"Vineland, New Jersey"
"The Israelite Church of God in Jesus Christ","Allentown","Lehigh","Pennsylvania","","",2010,"Allentown, Pennsylvania"
"The Israelite Church of God in Jesus Christ","Ashbury Park","Monmouth","New Jersey","","",2010,"Ashbury Park, New Jersey"
"The Israelite Church of God in Jesus Christ","Baltimore","Baltimore","Maryland","","",2010,"Baltimore, Maryland"
"The Israelite Church of God in Jesus Christ","Camden","Camden","New Jersey","","",2010,"Camden, New Jersey"
"The Israelite Church of God in Jesus Christ","Fayetteville","Cumberland","North Carolina","","",2010,"Fayetteville, North Carolina"
"The Israelite Church of God in Jesus Christ","Fort Myers","Lee","Florida","","",2010,"Fort Myers, Florida"
"The Israelite Church of God in Jesus Christ","Kansas City","Jackson","Missouri","","",2010,"Kansas City, Missouri"
"The Israelite Church of God in Jesus Christ","North Miami","Miami-Dade","Florida","","",2010,"North Miami, Florida"
"The Israelite Church of God in Jesus Christ","Minneapolis","Hennepin","Minnesota","","",2010,"Minneapolis, Minnesota"
"The Israelite Church of God in Jesus Christ","Oklahoma City","Oklahoma","Oklahoma","","",2010,"Oklahoma City, Oklahoma"
"The Israelite Church of God in Jesus Christ","Omaha","Douglas","Nebraska","","",2010,"Omaha, Nebraska"
"The Israelite Church of God in Jesus Christ","Orlando","Orange","Florida","","",2010,"Orlando, Florida"
"The Israelite Church of God in Jesus Christ","Philadelphia","Philadelphia","Pennsylvania","","",2010,"Philadelphia, Pennsylvania"
"The Israelite Church of God in Jesus Christ","Pittsburgh","Allegheny","Pennsylvania","","",2010,"Pittsburgh, Pennsylvania"
"The Israelite Church of God in Jesus Christ","Portland","Multnomah","Oregon","","",2010,"Portland, Oregon"
"The Israelite Church of God in Jesus Christ","Washington","District of Columbia","District of Columbia","","",2010,"Washington, District of Columbia"
"The Israelite Church of God in Jesus Christ","West Palm Beach","Palm Beach","Florida","","",2010,"West Palm Beach, Florida"
"The Israelite Church of God in Jesus Christ","Wilmington","New Hanover","North Carolina","","",2010,"Wilmington, North Carolina"
"The Israelite Church of God in Jesus Christ","New York","Queens","New York","","",2010,"New York, New York"
"Jewish Defense League","Fort Lauderdale","Broward","Florida","","General Hate ",2010,"Fort Lauderdale, Florida"
"Jewish Defense League","San Diego","San Diego","California","","General Hate ",2010,"San Diego, California"
"Jewish Defense League","Skokie","Cook","Illinois","","General Hate ",2010,"Skokie, Illinois"
"Jewish Defense League","Los Angeles","Los Angeles","California","","General Hate ",2010,"Los Angeles, California"
"Jewish Task Force","Fresh Meadows","Queens","New York","","General Hate ",2010,"Fresh Meadows, New York"
"Keystone United","Altoona","Blair","Pennsylvania","Keystone United","Racist Skinhead ",2010,"Altoona, Pennsylvania"
"Keystone United","Philadelphia","Philadelphia","Pennsylvania","Keystone United","Racist Skinhead ",2010,"Philadelphia, Pennsylvania"
"Keystone United","Wilkes-Barre","Luzerne","Pennsylvania","Keystone United","Racist Skinhead ",2010,"Wilkes-Barre, Pennsylvania"
"Keystone United","Scranton","Lackawanna","Pennsylvania","Keystone United","Racist Skinhead ",2010,"Scranton, Pennsylvania"
"Keystone United","Harrisburg","Dauphin","Pennsylvania","Keystone United","Racist Skinhead ",2010,"Harrisburg, Pennsylvania"
"Kingdom Identity Ministries","Harrison","Boone","Arkansas","Kingdom Identity Ministries ","Christian Identity ",2010,"Harrison, Arkansas"
"Kingdom Treasure Ministries","Owasso","Tulsa","Oklahoma","","Neo-Confederate",2010,"Owasso, Oklahoma"
"The Kinist Institute","Orlando","Orange","Florida","","White Nationalist ",2010,"Orlando, Florida"
"Kinsman Redeemer Ministries","Alexandria","Campbell","Kentucky","","Christian Identity ",2010,"Alexandria, Kentucky"
"KKK LLC","Compton","Newton","Arkansas","","Hate Music ",2010,"Compton, Arkansas"
"Knight Riders Knights of the KKK","Abingdon","Washington","Virginia","","Ku Klux Klan ",2010,"Abingdon, Virginia"
"Knight Riders Knights of the KKK","Bainbridge","Decatur","Georgia","","Ku Klux Klan ",2010,"Bainbridge, Georgia"
"Knight Riders Knights of the KKK","Brunswick","Glynn","Georgia","","Ku Klux Klan ",2010,"Brunswick, Georgia"
"Knight Riders Knights of the KKK","Byron","Peach","Georgia","","Ku Klux Klan ",2010,"Byron, Georgia"
"Knight Riders Knights of the KKK","Harrisburg","Saline","Illinois","","Ku Klux Klan ",2010,"Harrisburg, Illinois"
"Knight Riders Knights of the KKK","Live Oak","Suwannee","Florida","","Ku Klux Klan ",2010,"Live Oak, Florida"
"Knight Riders Knights of the KKK","Pelham","Caswell","North Carolina","","Ku Klux Klan ",2010,"Pelham, North Carolina"
"Knight Riders Knights of the KKK","Ellijay","Gilmer","Georgia","","Ku Klux Klan ",2010,"Ellijay, Georgia"
"Knight Riders Knights of the KKK","Beckley","Raleigh","West Virginia","","Ku Klux Klan ",2010,"Beckley, West Virginia"
"Knights of the Ku Klux Klan","Newport","Cocke","Tennessee","","Ku Klux Klan ",2010,"Newport, Tennessee"
"Knights of the Ku Klux Klan","Harrison","Boone","Arkansas","","Ku Klux Klan ",2010,"Harrison, Arkansas"
"Knights of the Nordic Order","Cardiff","Jefferson","Alabama","","Neo-Nazi",2010,"Cardiff, Alabama"
"Knights of the Southern Cross Soldiers of the KKK","Powhatan","Powhatan","Virginia","","Ku Klux Klan ",2010,"Powhatan, Virginia"
"The League of American Patriots","Garfield","Bergen","New Jersey","","White Nationalist ",2010,"Garfield, New Jersey"
"League of the South","Abbeville","Abbeville","South Carolina","League of the South","Neo-Confederate",2010,"Abbeville, South Carolina"
"League of the South","Barnesville","Lamar","Georgia","League of the South","Neo-Confederate",2010,"Barnesville, Georgia"
"League of the South","Bigfork","Flathead","Montana","League of the South","Neo-Confederate",2010,"Bigfork, Montana"
"League of the South","Columbia","Richland","South Carolina","League of the South","Neo-Confederate",2010,"Columbia, South Carolina"
"League of the South","Goldenrod","Seminole","Florida","League of the South","Neo-Confederate",2010,"Goldenrod, Florida"
"League of the South","Hackneyville","Tallapoosa","Alabama","League of the South","Neo-Confederate",2010,"Hackneyville, Alabama"
"League of the South","Hot Springs","Garland","Arkansas","League of the South","Neo-Confederate",2010,"Hot Springs, Arkansas"
"League of the South","Jacksonville","Duval","Florida","League of the South","Neo-Confederate",2010,"Jacksonville, Florida"
"League of the South","Key West","Monroe","Florida","League of the South","Neo-Confederate",2010,"Key West, Florida"
"League of the South","La Porte","Harris","Texas","League of the South","Neo-Confederate",2010,"La Porte, Texas"
"League of the South","Laurens","Laurens","South Carolina","League of the South","Neo-Confederate",2010,"Laurens, South Carolina"
"League of the South","Lexington","Fayette","Kentucky","League of the South","Neo-Confederate",2010,"Lexington, Kentucky"
"League of the South","Lobelville","Perry","Tennessee","League of the South","Neo-Confederate",2010,"Lobelville, Tennessee"
"League of the South","Macon","Bibb","Georgia","League of the South","Neo-Confederate",2010,"Macon, Georgia"
"League of the South","Mammoth Spring","Fulton","Arkansas","League of the South","Neo-Confederate",2010,"Mammoth Spring, Arkansas"
"League of the South","Marion","Smyth","Virginia","League of the South","Neo-Confederate",2010,"Marion, Virginia"
"League of the South","McDonough","Henry","Georgia","League of the South","Neo-Confederate",2010,"McDonough, Georgia"
"League of the South","Mendenhall","Simpson","Mississippi","League of the South","Neo-Confederate",2010,"Mendenhall, Mississippi"
"League of the South","Monroe","Ouachita","Louisiana","League of the South","Neo-Confederate",2010,"Monroe, Louisiana"
"League of the South","Montgomery","Montgomery","Alabama","League of the South","Neo-Confederate",2010,"Montgomery, Alabama"
"League of the South","Prince Frederick","Calvert","Maryland","League of the South","Neo-Confederate",2010,"Prince Frederick, Maryland"
"League of the South","Scotts Valley","Santa Cruz","California","League of the South","Neo-Confederate",2010,"Scotts Valley, California"
"League of the South","Selma","Dallas","Alabama","League of the South","Neo-Confederate",2010,"Selma, Alabama"
"League of the South","Statesboro","Bulloch","Georgia","League of the South","Neo-Confederate",2010,"Statesboro, Georgia"
"League of the South","Tuscaloosa","Tuscaloosa","Alabama","League of the South","Neo-Confederate",2010,"Tuscaloosa, Alabama"
"League of the South","Weogufka","Coosa","Alabama","League of the South","Neo-Confederate",2010,"Weogufka, Alabama"
"League of the South","West Plains","Howell","Missouri","League of the South","Neo-Confederate",2010,"West Plains, Missouri"
"League of the South","Wetumpka","Elmore","Alabama","League of the South","Neo-Confederate",2010,"Wetumpka, Alabama"
"League of the South","Wilmington","New Hanover","North Carolina","League of the South","Neo-Confederate",2010,"Wilmington, North Carolina"
"League of the South Institute","Clemson","Pickens","South Carolina","","Neo-Confederate",2010,"Clemson, South Carolina"
"League of the South","Killen","Lauderdale","Alabama","League of the South","Neo-Confederate",2010,"Killen, Alabama"
"League of the South/Southern Patriot Shop","Cayce","Lexington","South Carolina","","Neo-Confederate",2010,"Cayce, South Carolina"
"League of the South/Southern Patriot Super Store","Abbeville","Abbeville","South Carolina","","Neo-Confederate",2010,"Abbeville, South Carolina"
"IHS Press","Odessa","Ector","Texas","","Radical Traditional Catholicism ",2010,"Odessa, Texas"
"Life Rune Industries","North Highlands","Sacramento","California","","Hate Music ",2010,"North Highlands, California"
"Livin' the Legacy","Nashville","Brown","Indiana","","Neo-Confederate",2010,"Nashville, Indiana"
"Mary Noel Kershaw Foundation","Lobelville","Perry","Tennessee","","Neo-Confederate",2010,"Lobelville, Tennessee"
"Maryland National Socialist Party","Elkridge","Howard","Maryland","","Neo-Nazi",2010,"Elkridge, Maryland"
"Maryland State Skinheads","Baltimore","Baltimore","Maryland","","Racist Skinhead ",2010,"Baltimore, Maryland"
"Mass Resistance","Waltham","Middlesex","Massachusetts","","Anti-LGBTQ",2010,"Waltham, Massachusetts"
"Micetrap Distribution","Maple Shade","Burlington","New Jersey","","Hate Music ",2010,"Maple Shade, New Jersey"
"Midland Hammerskins","Wichita","Sedgwick","Kansas","","Racist Skinhead ",2010,"Wichita, Kansas"
"Mission to Israel","Scottsbluff","Scotts Bluff","Nebraska","","Christian Identity ",2010,"Scottsbluff, Nebraska"
"Mississippi White Knights of the KKK","Brookhaven","Lincoln","Mississippi","","Ku Klux Klan ",2010,"Brookhaven, Mississippi"
"Mississippi White Knights of the KKK","Jackson","Hinds","Mississippi","","Ku Klux Klan ",2010,"Jackson, Mississippi"
"Mississippi White Knights of the KKK","Meridian","Lauderdale","Mississippi","","Ku Klux Klan ",2010,"Meridian, Mississippi"
"Mississippi White Knights of the KKK","Mize","Smith","Mississippi","","Ku Klux Klan ",2010,"Mize, Mississippi"
"Mississippi White Knights of the KKK","Pearl","Rankin","Mississippi","","Ku Klux Klan ",2010,"Pearl, Mississippi"
"Mississippi White Knights of the KKK","Philadelphia","Neshoba","Mississippi","","Ku Klux Klan ",2010,"Philadelphia, Mississippi"
"Mississippi White Knights of the KKK","Ripley","Tippah","Mississippi","","Ku Klux Klan ",2010,"Ripley, Mississippi"
"Mississippi White Knights of the KKK","Shannon","Lee","Mississippi","","Ku Klux Klan ",2010,"Shannon, Mississippi"
